"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"790","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","062","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","069","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","63","",".",".",".",".",".",".",".","76.2",".",".",".","20.6",".",".","3.2","."
"821
Envir Engr:Biologic Treatmt","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","031","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","055","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","062","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","069","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","71","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator's Research","Course Total","","45","",".",".",".",".",".",".",".","66.7",".",".",".","24.4",".",".","8.9","."
"909
Smr-Water Chemistry Rsch","001","","15","4.000","26.7",".",".",".",".",".",".","73.3",".",".",".",".",".",".",".","."
"919
Hydraulic Engr & Fluid Mech","001","","11","3.800","54.5","36.4",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"929
Seminar-Envir Engineering","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"950
Envr Monitoring Seminar","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"951
Seminar-Geospatial Info Engr","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"970
Colloq-Trnsportatn Mgmt&Policy","001","","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 111 of 399",""
