"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","86180","3.246","36.9","20.3","19.2","7.7","7.5","2.2","1.2","3.0","0.0","1.1","0.0","0.4","0.3","0.1","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","8903","2.951","24.3","19.0","22.4","11.6","13.5","4.2","2.2","0.0","0.0","2.3","0.1",".","0.2","0.2",".","0.1"
"Sophomore","","19469","3.142","30.9","21.1","23.0","9.7","9.6","2.7","1.4","0.1",".","1.1","0.1",".","0.1","0.1","0.0","0.1"
"Junior","","21050","3.217","34.8","22.0","21.8","8.4","8.2","2.3","1.4","0.3",".","0.5","0.0","0.0","0.2","0.1","0.0","0.1"
"Senior","","25455","3.326","40.2","22.0","18.6","7.0","6.4","1.8","1.0","1.6","0.1","0.6","0.0","0.1","0.4","0.1","0.1","0.1"
"Undergraduates","","74877","3.198","34.4","21.4","21.1","8.7","8.6","2.4","1.3","0.7","0.0","0.9","0.0","0.0","0.3","0.1","0.0","0.1"
"Special","","1399","3.371","32.7","11.9","10.8","4.0","3.8","1.4","1.1","25.1",".","3.9","0.4",".","0.3","2.0","2.4","."
"Graduate","","9780","3.797","56.6","12.7","5.6","0.5","0.3","0.1","0.1","17.2","0.2","2.0","0.0","3.5","0.9","0.1","0.2","0.0"
"Prof Yr 1","","184","3.566","64.1","12.5","13.0","2.7","6.0","0.5","0.5","0.5",".",".",".",".",".",".",".","."
"Prof Yr 2","","75","3.870","73.3","16.0","4.0",".",".",".",".","1.3",".",".",".","4.0","1.3",".",".","."
"Prof Yr 3","","82","3.927","79.3","8.5","2.4",".",".",".",".","3.7",".","1.2",".","1.2","3.7",".",".","."
"Prof Yr 4","","27","3.841","51.9","14.8","3.7",".",".",".",".","25.9",".","3.7",".",".",".",".",".","."
"Professionals","","368","3.716","68.5","12.5","8.2","1.4","3.0","0.3","0.3","3.3",".","0.5",".","1.1","1.1",".",".","."
"","College Total","86424","3.246","37.0","20.2","19.1","7.6","7.5","2.1","1.2","3.0","0.0","1.1","0.0","0.4","0.3","0.1","0.1","0.1"
