"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"990","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","054","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","061","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","094","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","266","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","Course Total","","51","",".",".",".",".",".",".",".","86.3",".",".",".","13.7",".",".",".","."
"999
Advanced Independent Study","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"E C E
320","Dept. Total","","3000","3.484","47.1","20.2","14.8","5.4","3.6","0.8","0.2","5.1",".","0.2",".","2.4","0.2",".","0.0","."
